text_id	sent_id	sent	start	end
16568	3	Пока у меня к ним не было особых претензий.	196	239
16568	4	Очень вкусная еда (и главное-свежая рыба!), причем совсем недорого, есть возможность разнообразить японское меню европейской кухней.	240	372
16568	5	Абсолютно адекватный персонал, приятный интерьер.	373	422
16568	6	Единственный минус- иногда приходится долго ждать заказ, и можно не найти свободный столик, но мы последнее время всегда заказываем стол по телефону, и накладок не было.	423	592
16568	7	хочется сказать спасибо ресторану.	593	627
16568	8	Токио, мы с вами!	628	645
16568	9	p.s.	646	650
16568	10	там всегда многолюдно, мне кажется, это показатель того, что ресторан пользуется неплох.	651	739
16568	11	столько людей не могут ошибаться	740	772
16630	0	Уютная и тёплая домашняя обстановка!	0	36
16630	1	Милый и отзывчивый персонал, очень внимательное обслуживание.	37	98
16630	2	Еда, стоит ли говорить, что трудно удивить человека, привыкшего и знающего грузинскую кухню.	99	191
16630	3	Могу сказать одно, я была приятно удивлена!	192	235
16630	4	Спасибо персоналу, ему удается создать ощущение, что этот ресторан - особенное место где каждый чувствует себя долгожданным гостем!)))))))))))	236	378
16676	0	Зашел в это местечко после работы поужинать.	0	44
16676	1	Встретили приветливые девушки, спросили забронирован ли столик.	45	108
16676	2	Столик я заранее не бронировал, поэтому проводили на второй этаж и предложили присесть у лестницы.	109	207
16676	3	Поэтому пришел к выводу, что надо там заранее бронировать столик в более удобном месте.	208	295
16676	4	Официанты очень приветливые, постоянно смотрят за посетителями, поэтому долго ждать не пришлось, что очень приятно.	296	411
16676	5	Меню довольно интересное, больше имеет восточную направленность, но главное по ценам очень демократичное.	412	517
16676	6	В первый раз попробовал жареного осьминога, конечно сравнивать не с чем, но мне понравилось)))	518	612
16676	7	Интерьер довольно симпатичный, мало освещения, но зато ставятся свечи на стол.	613	691
16676	8	Стены создают впечатление винного погреба.	692	734
16676	9	Думаю, если стоит задача найти уютное недорогое местечко в районе метро московская, то это наверно один из лучших вариантов.	735	859
16676	10	Думаю, что обязательно еще раз туда схожу!	860	902
16714	0	Были в пятницу (19.03.10), заказывали столик для родительского праздника на воскресенье, заодно и попробовали немного кухню сами.	0	129
16714	1	Взяли шашлык по азейрбаджански (из баранины), хачипури Имеритенское, салат Байрам и овощи на гриле.	130	229
16714	2	Хачипури немного подкачало, показалось что маловато сыра, хотя наверное на любителя.	230	314
16714	3	Салат сочный и вкусный, баранина и овощи очень достойные.	315	372
16714	4	Сервис оставляет приятное впечатление.	373	411
16714	5	Официант ненавязчивы, но учтивый...очень хорошее сочетание.	412	471
16714	6	Интерьер к сожалению не оценил...на уровне, но не более, хотя может быть для приятного обеда более и не надо.	472	581
16714	7	Родители остались очень довольны.	582	615
16714	8	Особенно хочется выразить признательность администратору, работавшему в эти дни (к сожалению не запомнил имя девушки).	616	734
16714	9	Очень хотелось, чтобы родителям понравилось, и сервис оказался выше всяких похвал.	735	817
16761	0	Были на 8 марта, приятно удивлены и обслуживанием и кухней!	0	59
16761	1	Раньше ездили в паб на Стачек, пока совсем не разочаровались(((( Испортилось все!	60	141
16761	2	Официанты работают ужасно, не дозовешься, все нужно долго ждать, то что приносили из еды - как в столовой, что-то остывшее, что-то невкусное.	142	283
16761	3	Вообщем больше туда не ногой.	284	313
16761	4	"8 марта были у друзей и те предложили сходить в ""билл-хук"" в Купчино."	314	383
16761	5	Еще раз скажу, что были удивлены (в хорошем смысле).	384	436
16761	6	Интерьер похож на первый паб, довольно уютно: диваны, камин.	437	497
16761	7	Народу было много.	498	516
16761	8	Нас обслуживал молодой человек, и надо сказать, что обслуживал так что уходить потом не хотели))) С шутками, с хорошим настроением, быстро, вкусно и качественно.	517	678
16761	9	Вообщем нам всем очень понравилось, будем постоянными гостями!!!	679	743
16761	10	Большое спасибо за такое отличное заведение!	744	788
17475	0	Была вчера в этом ресторане!Поехала туда не целеноправленно,так что ничего конкретного об этом месте не знала)Начнем со входа!Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!Встретили нормально (никакой улыбки на лице администратора при этом не было) ,проводили к столу.	0	355
17475	1	Официант не ориентируется в меню,не видит столы,из рук все валится,грязные тарелки стояли по 10 минут на столе и это при неполном зале!!!?Да уж) Кухня:кушали японскую кухню,вкусная еда и немаленькие порции,подача обычная.	355	576
17475	2	А еще салат цезарь-тоже вкусно!Услышала что скидку постоянным гостям по фамилии,без карточки,не делают- не знаю хорошо ли это?!Проводили всем персоналом,уже с улыбкой и доброжелательным видом!	576	768
17999	0	Когда открылся этот ресторан прямо рядом с домом, я очень обрадовалась, т.к. Патио на Невском, да и Планета Суши всегда радовали.	0	129
17999	1	Когда пришло время выбирать место празднования на день рождение долго думать не пришлось.	130	219
17999	2	Пришли.....	220	231
17999	3	встретили хорошо, посадили за уютный столик в уголке....	231	287
17999	4	Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....	287	395
17999	5	Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........	395	592
17999	6	К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????	592	691
17999	7	На кухне стоял крик и странный треск...	692	731
17999	8	Когда принесли счёт В НЁМ НЕ БЫЛО НАПИСАНО О ВКЛЮЧЁННЫХ ЧАЕВЫХ, но сдачу нам так и не принесли (это тоже здесь видимо норма), а она была не маленькой, уж явно не 10 % от заказа(((Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....	731	1043
18003	0	Посетили данное заведение по случаю юбилея моего папы.	0	54
18003	1	Выбор пал на него, так живем неподалеку, да и гости приехали из другого города, так что идти куда-то в цетр города не хотелось.	55	182
18003	2	Итак, начнем с интерьера.	183	208
18003	3	Для данного района, вернее месторасполажения, где приличных мест нет в принципе.	209	289
18003	4	Первое впечатление было приятным.	290	323
18003	5	И встретили нас и проводили к столику, а официантка какая была, просто чудо, приветливая, внимательная, но самое главное все в меру, ее не было слишком много, но работу она выполняла на все 100, а то и 200 %.	324	532
18003	6	Перейдем к кухни.	533	550
18003	7	Заказали много, сами понимаете юбилей.	551	589
18003	8	НО, о, ужас, тут и был шок.	590	617
18003	9	Да, первое восприятие блюд отличное, оформление, какие-то находки повара.	618	691
18003	10	Но, на вкус!!!!!!!!!!!!!!!!!!!!!!!!!!!	692	730
18003	11	Нет не то, что было отвратительно, но ни одно юдюдо не было в достаточном смысле хорошоим.	731	821
18003	12	То мясо суховато, то рыба не досолена, чего не скажешь о спиртных напитках.	822	897
18003	13	Винная карта прекрасная.	898	922
18003	14	качество вин тоже порадовало.	923	952
18003	15	Вообщем, если идете туда целенаправленно-лучше не стоит, ну а если просто мимо проходили и решили зайти, ради любопытства, то можно.	953	1085
18003	16	Но боюсь комментарии после.	1086	1113
18003	17	будут не лучшие.	1114	1130
18148	0	Подруга очень рекомендовала это место.	0	38
18148	1	А так как оно удачно расположено - в одном из любимых районов города - добралась я до него быстро.	39	137
18148	2	В первый раз мне очень понравилось: народу было не очень много, официантка внимательная, заказ принесла быстро.	138	249
18148	3	Меню меня поразило: большой выбор интересных десертов, огромный выбор алкогольных коктейлей...	250	344
18148	4	правда, цены далеко не низкие, особенно на горячее и салаты.	344	404
18148	5	Чуть выше средних это называется, наверное.	405	448
18148	6	А вот в последующие разы я была разочарована: свободных мест почти не бывает, официанты ничего не успевают, десертов в наличии практически не бывает...	449	600
18148	7	Но, как бы там ни было, атмосфера этого места мне нравится.	601	660
18148	8	И меню всё-таки поражает.	661	686
18148	9	Кстати, в последний раз ела пасту 4 сыра и была приятно удивлена вкусом и размером порции)	687	777
18220	0	Никогда серьезно не относился к данному заведению, не смотря на то, что часто там бываю...	0	90
18220	1	НО... если же раньше заходил туда чтобы выпить, ну))), или перекусить по-быстрому, то, не так давно все же решил там полноценно поужинать.	90	228
18220	2	Скажу Вам, что впечатления остались только положительные, не без курьезов, но....	229	310
18220	3	тем не менее, остался доволен.	310	340
18220	4	Встретили душевно, здесь нареканий нет и никогда не было, до столика не проводили,не есть минус(оставили право выбора за мной))) ).	341	472
18220	5	Дело было вечером, поэтому зажгли свечи, убавили свет и..... господа и дамы, скажу Вам, что там стало настолько уютно, что никогда бы не подумал, что это заведение при дневном свете выглядит как кафе.	473	673
18220	6	Короче, приглушенный свет, спокойная музыка, милый и заботливый персонал - сделали свое дело - заставили расслабиться)))).	674	796
18220	7	Про кухню много говорить не буду - все достойно.	797	845
18220	8	"""Капрезе"", медальоны,"" Цезарь"", фирменный ролл - особого восторга не произвели, но и нареканий тоже, а это уже не плохо, зато атмосфера (повторюсь) произвела неизгладимое впечатление."	846	1029
18220	9	Рекомендую, особенно тем кто был там днем, зайдите вечером, поверьте, вы попадете в абсолютно другое заведение.	1030	1141
18220	10	Отдельное спасибо Ирине, за ее внимательное и вежливое обслуживание.	1142	1210
18220	11	Для себя решил одно, вернусь и не раз.	1211	1249
18220	12	Спасибо!	1250	1258
18372	0	Ресторанчик очень милый.бывала там не раз!Готовят очень вкусно,и очень большие порции.	0	86
18372	1	Одним салатом я вполне наелась,еле на суп хватило.обслуживание шикарное!Особенно хорошая официантка Алёна,милая,добрая,приветливая и всегда поможет с выбором!Повара отличные готовят на ура.	86	275
18372	2	"Особенно мне понравился шашлык из курицы и салат ""Розана"" всем советую попробовать."	275	358
18372	3	На самом деле в 12 закрывается только кухня,а бар работает до последнего клиента!Всем советую туда сходить.	358	465
18518	0	Мы были в этом ресторане 2 раза.	0	32
18518	1	Обслуживанием очень довольны, скатерти меняют после каждого посетителя, все очень чисто.	33	121
18518	2	Официанты очень подготовленные, могут рассказать, что из чего готовиться, как подаётся.	122	209
18518	3	Порции достаточно большие.	210	236
18518	4	Всё вкусно!	237	248
18518	5	Единственный минус - в праздники и выходные у них очень много посетителей, хотя это говорит о том, что ресторан хороший...	249	371
18518	6	И поэтому готовят очень долго!	371	401
18518	7	Закуски и салаты приносят быстро, а горячее нужно ждать.	402	458
18518	8	За ожидание нам принесли комплимент - мороженое для ребенка.	459	519
18518	9	Кстати, мороженое они готовят сами!	520	555
18518	10	Очень вкусно!	556	569
18756	0	Здрасвуйте.	0	11
18756	1	"Я был в этом БАРЕ 28.10.09, могу сказать что обслуживание ни чем особенным не выделяеться, пиво стоит достаточно дорого да потом пиво ""Береста светлое "" 220р мне не очень понравилось, но вот закуски к пиву мне очень понравились и надо отметить что их большой выбор с преобладанием мясных, что для меня лично очень важно."	12	332
18756	2	Этот бар подходит тем кто хочет посмотреть футбол, попить пива именно пива потому, что для распития других напитков я бы это место не рекомендовал потому, что алкоголь здесь стоит дороже чем в некоторых ресторанах в которых вы найдёте более лучшее качество обслуживания, живую музыку, и больший набор блюд которые подходят к распитию крепких спиртных напитков, очень подходит тем кто хочет просто пообщаться в спокойно обстановке.	333	763
18780	0	Доброго времени	0	15
18780	1	Вам!!!	16	22
18780	2	Если Вы хотите съесть большой ролл который даже не сможет поместиться в рот, то Вам сюда.	23	112
18780	3	Здесь чудесные роллы, а так же есть и большой выбор других блюд европейской кухни.	113	195
18780	4	Таких роллов как в этом кафе я не встречал больше ни где, езжу сюда специально из другого конца города, но это оправдывает, в целом заведение не плохое примерно год назад без заказа столика мест было не найти и это даже по будним дням, сейчас места практически всегда есть, а летом ещё и помогает веранда.	196	501
18780	5	По ценам могу сказать так если поесть и роллы и ещё какое-нибудь блюдо,десерт, холодные напитки то получиться 1450-1750р с человека, но столько еды не каждый может съесть поэтому оринтироваться на большой аппетит, а так может и 750 р.	502	736
18780	6	хватить вполне.	737	752
18780	7	Посещаю это место уже в течении двух лет качество еды и обслуживания не меняется а постоянство признак професссионализма.	753	874
19439	0	Посетили 15 октября.	0	20
19439	1	Отмечали свадьбу на двоих.	21	47
19439	2	Остались в полнейшем восторге.	48	78
19439	3	Действительно, Ресторан, причем хороший.	79	119
19439	4	Особенно удивительно для спального района.	120	162
19439	5	Интерьер впечатляющий, очень добротно, красиво, стильно.	163	219
19439	6	Столики, что особенно понравилось, расставлены удаленно друг от друга, посетители не мешают друг другу, их не видно и не слышно, создается эдакий уединенный комфорт.	220	385
19439	7	Обслуживание великолепное!	386	412
19439	8	Официантов было двое, наш столик обслуживал молодой человек по имени (Артем, Марат?) простите, за давностью времен забыла имя:) Но обслуживал по высшему классу: предупредителен, корректен, ненавязчив.	413	613
19439	9	Кухня на высоте: салаты необычны, вкусны, порции весьма приличные по размеру.	614	691
19439	10	Горячее - обалденное.	692	713
19439	11	Медальоны из телятины потрясающи, мясо тает во рту, соус очень вкусный.	714	785
19439	12	Утка в апельсиновом соусе тоже удалась на славу.	786	834
19439	13	Десерт, бизе со сливками и фруктами, тоже оказалось неплохим, хотя и в самом конце трапезы - устали есть:) Итог таков: 2 бокала коньяка по 50 гр.	835	980
19439	14	3 бокала красного сухого вина 100 гр.	981	1018
19439	15	виски 2 салата 2 горячих блюда 1 десерт 2 эспрессо Результат вместе с чаевыми: 5000= Впечатления отличные!	1019	1125
19439	16	Спасибо.	1126	1134
19439	17	Всем рекомендуем.	1135	1152
19467	0	На днях я таки посетила Террасу, в которой не была уже пару месяцев.	0	68
19467	1	Соскучилась!)	69	82
19467	2	Зашли небольшой женской компанией, часов в 9.	83	128
19467	3	Народ в это время собрался крайне гламурный, всё вокруг пестрило брендами и драгоценностями.	129	221
19467	4	Мне нравится стильный гламур (не знаю, употребляется ли такое выражение), а не... розовый.	222	312
19467	5	Это я к тому, что за соседним столиком сидели две дамочки с ног до головы в розовом.	313	397
19467	6	Очень забавные, повеселили.)	398	426
19467	7	Часов в 11 (сидели мы довольно долго) к нам подсели трое молодых людей, чтобы познакомиться.	427	519
19467	8	Знакомиться мы не стали, но и настроение они нам, к счастью, не испортили.	520	594
19467	9	Официантка попалась хорошая: внимательная, без оценивающих взглядов, и ждать часами её не приходилось.	595	697
19467	10	Сервис в Террасе не плохой, но раз на раз не приходится.	698	754
19467	11	В этот раз повезло.	755	774
19467	12	Кухня, как всегда, на уровне.	775	804
19467	13	Меню интересное и разнообразное.	805	837
19467	14	Салаты и паста просто потрясающие.	838	872
19467	15	Алкоголь, действительно, вкусный.)	873	907
19467	16	Цены приемлемые.	908	924
19467	17	В целом Терраса не разочаровывает и продолжает оставаться одним из любимых мест.	925	1005
19677	0	Хочу оставить свой отзыв об этом замечательном кафе.	0	52
19677	1	Отмечали мамин юбилей, все было просто замечательно!	53	105
19677	2	Недовольных не осталось, всем очень понравилась кухня!	106	160
19677	3	Большие порции, интересные салаты и горячее, все было очень сытно и вкусно за сравнительно небольшую цену!	161	267
19677	4	Очень приятное ненавязчивое обслуживание!	268	309
19677	5	Отдельное спасибо администратору Сергею!	310	350
19677	6	Остались только хорошие воспоминания!	351	388
19677	7	И какой восхитительный был торт!	389	421
19677	8	Всем рекомендую посетить это замечательное кафе!	422	470
19677	9	Отлично подходит для проведения небольших банкетов!	471	522
19677	10	Уютно и по-домашнему!	523	544
19746	0	отмечали в Караване -сарае день рождение мужа.	0	46
19746	1	Сначала планировали праздник в другом месте, но там не оказалось свободных столиков, и поэтому волею судеб оказались в этом ресторане.	46	180
19746	2	Интерьер приятный, помещение не большое, но очень уютное.	180	237
19746	3	Мы забронировали столик за ширмой у окна, чтобы никто не мешал.	238	301
19746	4	Отдельно хочется отметить работу официанта в вопросе обслуживания.	302	368
19746	5	Все делал быстро, качественно а главное незаметно!!!!	369	422
19746	6	правда один раз вино все таки пролил.	423	460
19746	7	Еда: Решили кроме стандартных блюд (шурвы,лепешек ....) заказать большую тарелку казан кабоб.	461	554
19746	8	Готовиться оно 1,5 часа но очень вкусно!	555	595
19746	9	Вообще все блюда кот.	596	617
19746	10	мы заказывали были приготовлены из свежих качественных продуктов.так что подведя итог скажу что там действительно можно вкусно поесть, но когда расплачивались по счету, официант просто не принес обратно сдачу!!!!!!!	618	833
19746	11	Видимо он посчитал что 1000 руб сдачи мы решили оставить ему на чай!	834	902
19746	12	И даже когда пытались его подозвать, чтобы он собрал нам оставшиеся блюда с собой, лн просто отворачивался и уходил в другой конец зала.	903	1039
19746	13	Видимо боялся, что начнем деньги отнимать :)) По-моему очень не красиво.	1040	1112
19817	0	Вообще частенько туда заходим поужинать после работы с мужем.	0	61
19817	1	Очень нравится спокойная атмосфера, тихая фоновая музыка не мешает беседе, всегда есть свободный столик.	62	166
19817	2	Не очень понимаю людей, которые сетуют на это.	167	213
19817	3	Мне гораздо спокойнее и уютнее есть в заведении, где не толпится народ, нет шума и беготни.	214	305
19817	4	Кухня тоже очень нравится, если брать японскую кухню в Петербурге.	306	372
19817	5	Очень приемлемо, по более чем приемлемым ценам.	373	420
19817	6	Рыба опасения не вызывает.	421	447
19817	7	Конечно, хотелось бы чуть больше ассортимента роллов, но те, что есть, очень нравятся.	448	534
19817	8	Супы просто супер всегда!!	535	561
19817	9	И очень хороши свежевыжатые соки.	562	595
19817	10	Сейчас появилось небольшое европейское меню.	596	640
19817	11	Тоже не плохое.	641	656
19817	12	"Драники с беконом очень вкусные и порция прямо настоящая ""мужская""."	657	724
19817	13	С обслуживанием нам везет.	725	751
19817	14	Как-то раз попали на неопытную официантку, которой остались недовольны, но больше ее не видели.	752	847
19817	15	Обычно все делают быстро, не оставляют без внимания, предупреждают, если что-то из меню придется ждать.	848	951
19817	16	В первый раз нам пришлось ждать полчаса, за что получили скидочную карту.	952	1025
19817	17	Скидки предоставляют всегда, даже если карты нет с собой (находят по фамилии).	1026	1104
19817	18	В общем обслуживанием довольны, ненавязчиво, но внимательно.	1105	1165
19817	19	Это единственное место в Петербурге, где я спокойно ем суши и роллы, не смотря на беременность.	1166	1261
19817	20	В остальных местах опасаюсь))))	1262	1293
20021	0	Нет, на аватаре не фото бармена)) итак, попросили поподробнее..	0	63
20021	1	Постараюсь) с улицы его почти не видно, и вывеска не очень располагает зайти внутрь...	64	150
20021	2	так бы не зашла, честно.	151	175
20021	3	Но друзья позвали.	176	194
20021	4	и я не пожалела!	195	211
20021	5	внутри очень здорово!мест мало, даже не знаю, плюс это или минус.буквально 5-6 столиков, ну и барная стойка) очень уютно) самый классный- столик в конце зала, в уголке, с диваном и подушками) интерьер мне понравился.	212	428
20021	6	в светлых тонах, висят картины, занавесочки из то ли бисера, то ли ещё чего) Меню.	429	511
20021	7	барная карта хорошая.	512	533
20021	8	есть из чего выбрать.	534	555
20021	9	правда цены на кальян мне завышенными показались..	556	606
20021	10	Выбор еды небольшой.	607	627
20021	11	заказывала тарелку фруктов и салат ( честно, не помню название).	628	692
20021	12	всё как на картинке-красииво)).	693	724
20021	13	но опять же, вот и минус маленького помещения.	725	771
20021	14	еду ждать минут 15, не меньше.	772	802
20021	15	и так как бармен один-то и напитки тоже приносят по мере приготовления каждому..	803	883
20021	16	а вот и плюс бара)	884	902
20021	17	Сервис!	903	910
20021	18	точнее отношение бармена к посетителям.	911	950
20021	19	каждого встретит, проводит) здорово) вообщем!	951	996
20021	20	место отличное!	997	1012
20021	21	посидеть с друзьями вечером самое то!	1013	1050
20021	22	да и просто придти,хоть одной/одному, тоже нормально!	1051	1104
20021	23	садишься за барную стойку и ведёшь душевные разговоры с приветливым барменом)	1105	1182
20086	0	Неделю назад зашли посмотреть на новое заведение.	0	49
20086	1	Столик заказали, но можно было и не заказывать, свободные столы были.	50	119
20086	2	В ресторане 2 зала и комната для караоке (ее увидеть не удалось, работает не каждый день).	120	210
20086	3	Интерьер в нашем зале нам понравился - уютно, красивая мебель.	211	273
20086	4	Меню не очень большое, цены среднегородские.	274	318
20086	5	Отсутствие некоторых заказанных салатов нам объяснили большим спросом:-)	319	391
20086	6	"Несколько удивило огромное количество обслуживающего персонала в пересчете на кв.м. и посетителя, наш стол обслуживало двое, хотя нас было за столом всего 5 чел. По залам постоянно ходит персонал, у входа стоит несколько ""встречающих""."	392	627
20086	7	Видимо администрация кризис пока не чувствует...	628	676
20086	8	По качеству салатов претензий не было, а вот десерты не впечатлили, нам показалось, что готовятся они не в ресторане.	677	794
20086	9	Наверное надо будет зайти еще, чтобы увидеть динамику развития...	795	860
20397	0	Первый раз заглянули в Набережную и остались ОЧЕНЬ довольны проведенным вечером!!!	0	82
20397	1	не было ни одного негативного момента, что редко бывает!	83	139
20397	2	=) Ресторан огромный!!	140	162
20397	3	но при этом очень уютный и действительно МНОГО места!	163	216
20397	4	столики не стоят впритык, думаю, даже при большом количестве народа посетители не чувствуют себя селедками в бочке (мы были во вторник, было совсем просторно).	217	376
20397	5	Местное пиво понравилось сразу)))	377	410
20397	6	попробовали почти все!	411	433
20397	7	"Малиновое ""Аптекарское"" - очень оригинально!"	434	478
20397	8	Обслуживание замечательное!	479	506
20397	9	все вовремя, напитки - практически моментально!	507	554
20397	10	милая девушка Анна нам все рассказала и дала дельные советы по меню, четко и быстро.	555	639
20397	11	Было очень приятно пообщаться с ней, спасибо!	640	685
20397	12	Салаты вкусные, свинина с сыром Фета, фисташками и грибным соусом - это просто восторг!!!	686	775
20397	13	Паста с морепродуктами в пергаменте - очень оригинально, шикарный томатный соус, тонкий вкус, веточки тимьяна - очень пикантно!	776	903
20397	14	Хочу сказать, что в меню очень много оригинальных блюд, и в Набережную определенно стоит ходить за свежими кулинарными впечатлениями!	904	1037
20397	15	Мы обязательно придем туда снова и, безусловно, будем рекомендовать это место своим друзьям!	1038	1130
20861	0	"Рядом с Домом Книги, с окнами на набережную расположился небольшой ресторанчик с вкусным названием ""Аппетит""."	0	109
20861	1	Несколько залов удобно расположены, правда зал для некурящих расположен прямо при входе.	110	198
20861	2	Наиболее уютные диванчики в зоне для курящих.	199	244
20861	3	На больших экранах транслируется Fashion.	245	286
20861	4	приятный, спокойный интерьер для дружеских встреч.	287	337
20861	5	До этих выходных мне он нравился...	338	373
20861	6	"""Все смешалось в доме...""(с) Обслуживание- плохо."	374	423
20861	7	Встретили, усадили, дали меню- нормально.	424	465
20861	8	Видимо девушка работала если не первый день,то второй точно.	466	526
20861	9	Может научится- лучше будет, учиться всегда полезно.	527	579
20861	10	Но то, что пасту мне несли 1,5 часа-это варварство.	580	631
20861	11	Я практически умерла от голода.	632	663
20861	12	Хорошо супчик успела съесть.	664	692
20861	13	Относительно кухни: повар поменялся?	693	729
20861	14	так я и не поняла...	730	750
20861	15	Мой заказ: мисо ;хотела суп с норвежским лососем, но, оказалось, что в ресторане нет лосося, о чем официантка сказала нам минут через двадцать(еще один камень в ее огород); паста с грибами, сливками и томатной пастой(в основном мне пришолсь есть именно томатную пасту).	751	1020
20861	16	"Расстроил меня ранее любимый ""Аппетит""=(("	1021	1062
20862	0	Первый раз была в Аппетите год назад.	0	37
20862	1	Осталась довольна и встречей, и сервисом, и кухней (+ порадовал демократичный порядок цен).	38	129
20862	2	И вот, опираясь на свои положительные впечатления и близость ресторана от нашего местоположения, решила там посидеть с друзьями.	130	258
20862	3	Нас было 4 человека.	259	279
20862	4	Зашли, нас встретили, проводили, посадили, принесли меню и.... официантка пропала...	280	364
20862	5	минут на 20 (при том, что в ресторане не было много посетителей).	364	429
20862	6	Позвали, подошла, заказали пасту, свежевыжатый сок, напитки.	430	490
20862	7	Минут через 15 принесли напитки...	491	525
20862	8	Еще минут через 15 появилась первая порция пасты...	526	577
20862	9	вторая и третья были поданы еще минут через 15, а последнюю порцию принесли когда остальные уже закончили....	578	687
20862	10	Дальше был заказ на Цезарь-салат и американо... ждали долго...	688	750
20862	11	терпение на пределе... итог - чаевых не оставили (возможно, это не совсем правильно, человек все-таки работал, НО... благодарность заслужил только на словах)	751	908
21059	0	Добрый день.	0	12
21059	1	Отмечали в этом ресторане 7 марта,был банкет на 20 человек.	13	72
21059	2	Так как открылись они недавно,отзывов нет никаких,было немного страшно идти в новое место,но так как живем рядом,решили рискнуть,и не пожалели!!!!	73	219
21059	3	Заранее все оплатили,нам помогли меню составить индивидуально под наши запросы и бюджет.	220	308
21059	4	К нашему приходу все уже было готово,столы накрыты,еда вынесена.	309	373
21059	5	Кухня просто обалденная,порции большие,все остались очень довольны!!Приятно удивила программа-живая музыка(девушка очень красиво пела),и грузинские танцевальный коллектив,потрясающе!!!	374	558
21059	6	Зал очень большой, светлый,кроме нас там было еще 2 банкета,но за счет большого пространства никто никому не мешал.	559	674
21059	7	Огромный плюс,что алкоголь можно с собой приносить,пробкового сбора нет.	675	747
21059	8	В общем все остались очень очень довольны,спасибо Вам большое за чудесный праздник,обязательно придем к Вам еще!!!!!!	748	865
21399	0	Добрый вечер!	0	13
21399	1	Сегодня ужинала в этом замечательном ресторане.	14	61
